Transactions Per Block,Estimated Transaction Volume,Fees Per Transaction,Market Value to Realised Value,Confirmed Payments,Price,Vol.,Change %,Date
5.96940369359054e-05,4.4254609550961666e-07,0.0,0.8021120121292821,1.0490991112480026e-05,1.3686218798842695e-06,0.026722559603013417,0.1451846212409593,2010-10-30
5.21574495002564e-06,3.470199695382416e-07,0.0,0.7997814767358117,1.0840333563175316e-05,1.3686218798842695e-06,0.04035896871529619,0.1451846212409593,2010-10-31
4.437642757044405e-06,6.661054743345052e-07,0.0,0.7974509413423413,1.1189676013870605e-05,1.3686218798842695e-06,0.021269996898542316,0.1451846212409593,2010-11-01
3.6595405640632247e-06,9.851909791307689e-07,0.0,0.7951204059488709,1.1539018464565921e-05,1.3686218798842695e-06,0.005852750792872651,0.1451846212409593,2010-11-02
2.88143837108199e-06,1.3042764839270323e-06,0.0,0.8975602029744354,1.188836091526121e-05,1.3686218798842695e-06,0.061498904485108,0.1451846212409593,2010-11-03
2.103336178100809e-06,1.6233619887232962e-06,0.0,0.9999999999999999,1.2277511563406102e-05,1.3686218798842695e-06,0.029713965563814993,0.1451846212409593,2010-11-04
1.1906555876374774e-05,3.6857421080867387e-06,3.133193391284063e-06,0.9666468384686867,1.2666662211550966e-05,2.7372437597685382e-06,0.03663721949316179,0.1451846212409593,2010-11-05
2.1709775574648685e-05,5.748122227450181e-06,6.266386782568126e-06,0.9332936769373734,1.305581285969583e-05,4.105865639652809e-06,0.032775404440086836,0.27207207207207207,2010-11-06
3.151299527292265e-05,7.810502346813623e-06,9.399580173852189e-06,0.89994051540606,1.344496350784072e-05,2.7372437597685382e-06,0.07725631046591898,0.1451846212409593,2010-11-07
4.1316214971196614e-05,9.872882466177067e-06,1.2532773565136251e-05,0.8551006508839896,1.3897909344206047e-05,1.3686218798842695e-06,0.11825558012265765,0.07278264179672632,2010-11-08
3.09871612283975e-05,7.420226365786432e-06,9.399580173852189e-06,0.8102607863619192,1.43508551805714e-05,1.3686218798842695e-06,0.048002561203765774,0.1451846212409593,2010-11-09
2.0658107485598334e-05,4.9675702653958e-06,6.266386782568126e-06,0.6500139345002447,1.4803801016936754e-05,1.3686218798842695e-06,0.030404290016307668,0.1451846212409593,2010-11-10
1.0329053742799113e-05,2.514914165005168e-06,3.133193391284063e-06,0.48976708263857016,1.525674685330208e-05,1.3686218798842695e-06,0.005032365211649475,0.1451846212409593,2010-11-11
0.0,6.225806461453386e-08,0.0,0.5101728733933537,1.5623441595193364e-05,2.7372437597685382e-06,0.04073914739927766,0.1451846212409593,2010-11-12
0.0025491196633212277,1.277678241220902e-07,0.0,0.5305786641481373,1.599013633708462e-05,2.7372437597685382e-06,0.02193030724440487,0.1451846212409593,2010-11-13
0.005098239326642456,1.9327758362964654e-07,0.0,0.5509844549029208,1.635683107897588e-05,2.7372437597685382e-06,0.016847918521705203,0.1451846212409593,2010-11-14
0.007647358989963684,2.587873431372029e-07,0.0,0.5293709517682942,1.6723525820867163e-05,2.7372437597685382e-06,0.008514001580742949,0.1451846212409593,2010-11-15
0.010196478653284912,3.2429710264475924e-07,0.0,0.5077574486336673,2.083780509958176e-05,1.3686218798842695e-06,0.03394595459866137,0.1451846212409593,2010-11-16
0.01235307335283816,3.732930858700341e-07,1.2133962777970642e-07,0.4861439454990406,2.4952084378296384e-05,1.3686218798842695e-06,0.03288545616439727,0.1451846212409593,2010-11-17
0.014509668052391409,4.22289069095309e-07,2.4267925555941285e-07,0.4839744279339798,2.9066363657011008e-05,2.7372437597685382e-06,0.037467609776595,0.1451846212409593,2010-11-18
0.01666626275194466,4.712850523205839e-07,3.640188833391193e-07,0.48180491036891904,3.318064293572563e-05,2.7372437597685382e-06,0.0021610156773683633,0.1451846212409593,2010-11-19
0.018822857451497907,5.202810355458589e-07,4.853585111188257e-07,0.4801656587773241,4.0721234183385295e-05,2.7372437597685382e-06,0.014656888737706722,0.1451846212409593,2010-11-20
0.015293346949922423,4.5239492334632933e-07,4.2546946085636954e-07,0.47852640718572925,4.8261825431044985e-05,2.7372437597685382e-06,0.0007703620701729814,0.1451846212409593,2010-11-21
0.01176383644834694,3.845088111467998e-07,3.655804105939134e-07,0.4768871555941343,5.580241667870465e-05,2.7372437597685382e-06,0.028223264934519224,0.1451846212409593,2010-11-22
0.008234325946771452,3.1662269894727033e-07,3.0569136033145716e-07,0.47524790400253936,6.334300792636434e-05,2.7372437597685382e-06,0.004862285274078817,0.1451846212409593,2010-11-23
0.004704815445195965,2.4873658674774077e-07,2.45802310069001e-07,0.4662487129414121,6.603669595378549e-05,2.7372437597685382e-06,0.002521184956929757,0.1451846212409593,2010-11-24
