Date,Market Value to Realised Value
2012-01-24 06:34:08,1.1680439961730795
2012-01-28 03:41:26,1.0979329189686169
2012-01-31 14:19:35,1.0334049716681881
2012-02-04 04:43:34,1.1312998549691828
2012-02-07 21:53:25,1.0615095197573374
2012-02-11 17:44:47,1.086058051720499
2012-02-15 12:49:27,1.0315080928795453
2012-02-19 01:59:12,0.875876477430023
2012-02-22 19:42:28,0.842643546353935
2012-02-26 06:13:36,0.970569322837911
2012-02-29 17:10:56,0.9422936507723534
2012-03-04 18:01:34,0.9252370629378349
2012-03-08 12:31:44,0.9651847484752568
2012-03-12 03:31:01,0.9487800138097994
2012-03-16 00:50:02,1.0414119876207644
2012-03-19 12:24:11,1.0275220409599897
2012-03-23 07:48:44,0.9338924835562203
2012-03-26 22:31:08,0.9046179416326758
2012-03-30 17:56:40,0.9433382375604497
2012-04-03 16:38:41,0.98615390002203
2012-04-07 23:15:27,0.9740379654920709
2012-04-11 20:16:32,0.960553078696308
2012-04-16 04:07:13,0.983368353068423
2012-04-20 01:03:05,1.0153135937963547
2012-04-24 01:38:11,1.0352693977039022
2012-04-28 04:25:58,1.007408394841958
2012-05-01 12:21:08,0.9803566550763039
2012-05-04 22:59:46,1.0146813834508153
2012-05-08 05:59:28,1.001909483402376
2012-05-11 23:02:24,1.0022371583598497
2012-05-16 03:06:44,0.9920143328317649
2012-05-20 03:14:43,1.0114829184431318
2012-05-24 09:37:20,1.0191650531171759
2012-05-28 07:59:44,1.0232359379017222
2012-06-01 10:39:15,1.0352560917838722
2012-06-05 01:41:58,1.051886816430272
2012-06-08 20:45:26,1.1036743097575528
2012-06-12 10:06:23,1.1089181963088155
2012-06-16 00:57:57,1.1871655038815405
2012-06-19 10:13:54,1.2730963506287591
2012-06-23 11:58:14,1.3233776078923878
2012-06-27 02:45:03,1.2569901489474895
2012-06-30 22:57:21,1.2950375256981503
2012-07-04 15:28:35,1.3004863432826568
2012-07-08 05:48:07,1.3037031485596349
2012-07-11 23:40:30,1.4093845423940443
2012-07-15 17:14:13,1.5127632469543852
2012-07-19 06:34:33,1.800291797227387
2012-07-23 03:11:46,1.7746503232421487
2012-07-26 18:50:50,1.6402874999829025
2012-07-30 06:01:51,1.650802628178593
2012-08-03 06:12:01,1.7708219601118647
2012-08-07 00:02:35,1.992371190762621
2012-08-10 09:25:06,2.02323321127237
2012-08-13 22:49:42,2.0396543712872464
2012-08-17 12:45:08,2.3055369636808876
2012-08-21 00:58:45,1.8536344148268284
2012-08-24 12:41:49,1.6734209036023866
2012-08-28 06:37:42,1.8261018438939634
2012-09-01 01:23:43,1.7380282275589263
2012-09-04 16:39:19,1.6555063586176357
2012-09-08 00:44:51,1.7703469881699492
2012-09-11 20:14:09,1.7248185184929934
2012-09-15 20:00:21,1.7975154246028253
2012-09-19 11:08:18,1.8408155397621428
2012-09-23 07:51:25,1.8653634805762
2012-09-27 04:46:18,1.8191353134687451
2012-10-01 00:44:35,1.8329982725953746
2012-10-05 08:45:55,1.8847121265211244
2012-10-09 10:06:35,1.7877028162962287
2012-10-13 07:33:08,1.7499134615773193
2012-10-17 04:49:35,1.722165868695952
2012-10-21 02:37:58,1.7008403518595925
2012-10-24 22:51:33,1.6985535882002822
2012-10-28 16:08:52,1.5349440315789624
2012-11-01 18:01:18,1.5730579783745433
2012-11-05 17:09:45,1.5168641132030742
2012-11-09 15:33:10,1.5754982241381563
2012-11-13 17:23:37,1.569199921067479
2012-11-17 19:43:11,1.6413254390374803
2012-11-21 18:49:44,1.6501729434564694
2012-11-25 16:04:35,1.7253711506135907
2012-11-29 05:58:35,1.7158807312639748
2012-12-03 03:59:18,1.7350937412436713
2012-12-07 16:54:56,1.8356407760182931
2012-12-11 20:45:13,1.8094739259665538
2012-12-16 11:43:58,1.8227209790169876
2012-12-20 20:41:36,1.76654770916602
2012-12-25 01:25:36,1.763348516582759
2012-12-28 18:09:19,1.7643892132374375
2013-01-01 07:53:42,1.764525773898854
2013-01-04 21:19:36,1.7464297953540513
2013-01-08 13:17:09,1.7556031381520094
2013-01-12 18:30:57,1.8346051085323734
2013-01-16 20:34:42,1.8444884025994148
2013-01-21 02:10:46,1.9906741458096036
2013-01-25 00:41:28,2.1920346717830808
2013-01-28 19:26:38,2.1452532298811278
2013-02-01 07:09:44,2.3342605130419396
2013-02-04 14:16:59,2.2988305107264724
2013-02-08 04:03:35,2.348291713354027
2013-02-11 17:50:04,2.5317186119231367
2013-02-15 06:18:51,2.583777072344096
2013-02-18 04:17:44,2.694492329106081
2013-02-21 08:48:35,2.8440253020002504
2013-02-24 14:55:37,2.7949424805270424
2013-02-27 14:25:21,2.7844910696586163
2013-03-03 00:01:25,2.965829242826429
2013-03-06 08:39:12,3.170911551015537
2013-03-09 18:47:25,3.344563965515068
2013-03-13 02:04:01,3.4676839627203835
2013-03-16 08:13:41,3.2764308049882698
2013-03-19 02:42:06,3.2753774370815254
2013-03-21 19:10:39,4.163834940411323
2013-03-24 06:24:23,3.9320348001757757
2013-03-27 21:05:33,4.147697290868728
2013-03-30 21:31:44,4.3062565314121235
2013-04-02 20:24:22,4.512543109987347
2013-04-06 04:01:11,4.685432996713887
2013-04-09 09:06:32,5.37147978992385
2013-04-12 11:26:11,3.185164463942019
2013-04-15 18:29:45,2.426965004924972
2013-04-19 01:23:51,2.401080741691318
2013-04-22 11:12:45,2.982838849625638
2013-04-25 17:41:48,3.454275560923958
2013-04-28 22:08:15,2.7831645251130595
2013-05-02 08:36:03,2.7863072169282557
2013-05-05 22:23:47,2.4134287690923197
2013-05-09 02:04:17,2.3785260783134574
2013-05-12 04:32:58,2.4736303852995887
2013-05-15 13:10:49,2.40976403621357
2013-05-19 01:57:18,2.569975567547495
2013-05-22 15:33:37,2.5309150790802875
2013-05-25 21:06:54,2.7148077258769012
2013-05-29 04:25:08,2.6040420126427732
2013-06-01 03:23:26,2.559989851814617
2013-06-03 18:50:01,2.4137120596977653
2013-06-06 11:19:40,2.384853742386733
2013-06-09 16:49:35,2.1207145940889633
2013-06-12 16:42:10,2.119508348007894
2013-06-15 15:29:53,1.969758129847412
2013-06-18 22:31:37,1.9842170729419752
2013-06-22 08:38:15,2.1486633450786474
2013-06-25 15:48:26,2.0221898196128363
2013-06-28 17:55:07,1.9728690988893527
2013-07-02 02:01:07,1.8605766775936063
2013-07-05 05:49:55,1.5310084851135606
2013-07-08 03:14:51,1.4006605746946625
2013-07-10 22:36:15,1.5118193983272534
2013-07-14 03:55:41,1.8551250626104436
2013-07-17 09:53:05,1.9016257316795773
2013-07-20 12:15:32,1.7802509209685715
2013-07-23 12:05:23,1.7848309244745995
2013-07-27 02:00:35,1.8846479485741567
2013-07-30 03:54:23,1.9255245230015452
2013-08-01 23:57:56,2.0477088093710365
2013-08-04 23:14:30,1.9980851516814089
2013-08-07 19:55:14,2.019511581918137
2013-08-10 11:02:23,1.9440540310932484
2013-08-12 22:37:21,1.9799250306503227
2013-08-16 05:23:46,1.848580772996956
2013-08-19 02:45:08,1.8609952074206202
2013-08-22 00:31:24,1.9559048846061347
2013-08-24 16:24:52,2.001890078929502
2013-08-27 23:13:00,2.0646535136011073
2013-08-30 19:16:24,2.170389818686429
2013-09-02 05:00:58,2.344525559443488
2013-09-05 01:41:50,2.299011448467833
2013-09-08 07:31:59,2.113863174047592
2013-09-11 04:44:21,2.1480328014650825
2013-09-13 18:22:19,2.238332575619655
2013-09-16 14:52:42,2.1869375316440656
2013-09-19 17:55:15,2.19920688644151
2013-09-22 13:23:19,2.1246060510479645
2013-09-25 03:19:45,2.108677472874216
2013-09-28 04:24:11,2.1382886688465126
2013-10-01 07:15:30,2.1566776238071204
2013-10-04 05:51:40,1.8484643411592376
2013-10-07 01:44:40,2.0560494663442968
2013-10-10 07:42:09,2.0934896648164822
2013-10-13 03:33:32,2.126042109880953
2013-10-15 10:44:46,2.2342864732227987
2013-10-18 04:32:43,2.284905488789244
2013-10-20 21:06:26,2.942546430389705
2013-10-23 08:46:35,2.8520655389106286
2013-10-25 20:01:44,2.8448105230678826
2013-10-28 19:02:35,2.786671794307365
2013-10-31 17:48:02,2.8808907109477624
2013-11-03 10:30:18,2.819559985693289
2013-11-06 11:23:25,3.1916578753387084
2013-11-10 02:30:52,4.025488516521288
2013-11-13 01:09:29,3.9301601747079125
2013-11-16 05:10:17,4.3252142806151355
2013-11-19 11:09:53,5.39137490171754
2013-11-22 21:08:05,5.684473654038203
2013-11-26 02:32:42,5.3263142297821915
2013-11-29 08:12:57,5.105583824408071
2013-12-02 11:54:04,4.720302892776354
2013-12-05 16:03:27,4.815912776428099
2013-12-08 15:43:12,3.0055999193985103
2013-12-11 14:01:00,3.843709082686169
2013-12-14 18:03:06,3.487950179131007
2013-12-17 19:06:41,2.686654304647599
2013-12-20 10:21:18,2.433861862213806
2013-12-23 18:49:02,2.3916869401231975
2013-12-27 00:15:35,2.586082156189189
2013-12-30 08:10:02,2.7104980976304676
2014-01-02 09:54:22,2.7824789730421995
2014-01-05 22:10:07,3.036283711926815
2014-01-08 22:18:58,2.838473293491025
2014-01-11 17:23:09,3.0309893576949656
2014-01-14 19:04:09,2.8836961390166027
2014-01-17 23:46:04,2.81291782332742
2014-01-21 02:34:13,2.8734506184799904
2014-01-24 06:10:37,2.771380833331791
2014-01-27 19:18:41,2.740434029808958
2014-01-31 05:48:45,2.66712719774673
2014-02-03 04:01:53,2.7176354923416204
2014-02-06 12:09:50,2.558066729453293
2014-02-10 00:07:31,2.1855434053556135
2014-02-13 09:06:46,2.1322251759012487
2014-02-16 11:59:27,2.121716118413642
2014-02-19 19:14:46,2.020230392131046
2014-02-23 05:48:50,1.8917637553085345
2014-02-26 14:22:06,1.7985132921930553
2014-03-02 01:28:52,1.8032217685269576
2014-03-05 22:42:11,2.1893155731376424
2014-03-09 09:51:43,1.9645789192312788
2014-03-12 22:23:16,1.937411113082236
2014-03-16 15:28:03,1.9391501427989675
2014-03-20 02:55:58,1.8742818907981047
2014-03-23 08:51:49,1.7236028810118793
2014-03-26 17:08:04,1.7772187157108055
2014-03-30 00:24:16,1.5195229673144397
2014-04-02 11:48:55,1.4371034649571168
2014-04-05 07:15:35,1.3806833972323072
2014-04-09 07:03:56,1.3893740520228135
2014-04-12 21:15:31,1.3011238172718211
2014-04-16 00:57:19,1.4381181927812978
2014-04-19 17:32:08,1.5012023774686307
2014-04-23 04:34:17,1.5322838900396238
2014-04-26 21:18:58,1.4320202364039525
2014-04-30 12:12:30,1.376093966336829
2014-05-04 08:11:25,1.388967426631669
2014-05-08 00:16:12,1.3258709910076862
2014-05-11 10:58:58,1.4027308396259053
2014-05-15 02:42:25,1.3648350881780533
2014-05-18 11:36:13,1.3930348883555026
2014-05-21 22:30:36,1.5143844192202878
2014-05-25 10:56:03,1.621341881530665
2014-05-29 03:07:08,1.7510569959284779
2014-06-01 15:25:01,1.894298734358904
2014-06-04 17:44:44,2.0098430106557164
2014-06-08 12:11:08,1.948414104873241
2014-06-12 07:22:00,1.9000053753643336
2014-06-15 15:26:13,1.6845045462815256
2014-06-18 18:06:44,1.7630147071920599
2014-06-22 00:43:12,1.726765430938655
2014-06-25 04:38:16,1.696260423256741
2014-06-28 09:19:25,1.6956489261493457
2014-07-02 03:21:15,1.842766138794358
2014-07-05 21:18:15,1.796199973002096
2014-07-09 16:32:36,1.785061067535612
2014-07-13 09:16:24,1.8081112028431536
2014-07-17 03:41:02,1.7700476639074845
2014-07-20 11:46:31,1.7900669215262919
2014-07-24 07:09:42,1.7542413106820705
2014-07-28 04:22:21,1.681964343348572
2014-07-31 23:21:27,1.5947272766379001
2014-08-04 18:01:14,1.6509901601710861
2014-08-08 11:42:41,1.632901859160023
2014-08-11 20:17:47,1.6495136259705843
2014-08-15 06:18:15,1.5058557693373154
2014-08-18 14:27:27,1.4106801995703386
2014-08-21 21:47:18,1.4517614068300329
2014-08-25 15:34:07,1.4105342284347715
2014-08-29 00:41:31,1.439329526185219
2014-09-01 08:47:56,1.3943785212541044
2014-09-05 01:16:26,1.341103497403648
2014-09-08 17:05:17,1.3453692161203699
2014-09-12 09:58:38,1.349346828555032
2014-09-15 22:38:49,1.340748057751738
2014-09-19 04:09:46,1.2698849101518002
2014-09-22 14:54:34,1.1537124988961105
2014-09-26 04:59:51,1.2017920086432592
2014-09-30 08:14:30,1.073855984097394
2014-10-04 02:54:19,1.07797734480842
2014-10-07 15:02:49,0.9528174462181049
2014-10-11 12:35:38,1.0613391276226762
2014-10-15 11:56:51,1.1654949095778064
2014-10-19 04:59:57,1.1298905937478623
2014-10-23 03:12:00,1.1340613426883182
2014-10-26 21:43:31,1.0311840218276391
2014-10-30 13:08:03,1.0139000887517071
2014-11-02 20:50:45,0.9657466371216223
2014-11-06 11:37:43,0.997825669334065
2014-11-10 05:44:45,1.048722624182226
2014-11-14 03:37:08,1.2502719253139685
2014-11-17 22:43:05,1.1556780581976394
2014-11-21 21:50:07,1.0775555048504322
2014-11-25 18:37:46,1.1105821454482008
2014-11-29 15:23:03,1.1305083406296803
2014-12-03 16:34:53,1.143725055995028
2014-12-07 16:15:40,1.1388537697902401
2014-12-11 12:08:49,1.0734700713884833
2014-12-15 12:24:26,1.088793309401213
2014-12-19 19:37:59,0.9707775383835163
2014-12-23 18:47:47,1.0193533574620814
2014-12-27 07:39:28,1.0062065413035006
2014-12-30 22:10:28,0.978389589880139
2015-01-03 09:59:07,0.9903093717264123
2015-01-07 00:53:15,0.8679077114343191
2015-01-10 22:30:01,0.9214130953755072
2015-01-14 21:04:41,0.7243588097329866
2015-01-18 19:39:46,0.6501898870021207
2015-01-22 20:59:39,0.7232712974365093
2015-01-27 08:06:48,0.8534156397565131
2015-01-31 02:19:23,0.7698553736256365
2015-02-03 21:33:10,0.7730393320327705
2015-02-07 09:24:18,0.7227145781874761
2015-02-11 05:06:46,0.727381334223161
2015-02-14 23:24:46,0.7852612527711473
2015-02-18 16:47:28,0.8058278145593069
2015-02-22 09:03:26,0.815802387143313
2015-02-26 05:19:56,0.7977451247223689
2015-03-02 02:55:44,0.8466114735446387
2015-03-05 23:52:07,0.905465860746756
2015-03-09 20:12:15,0.922160138024804
2015-03-13 17:16:15,0.9869133887077496
2015-03-17 15:33:14,0.9643371417149139
2015-03-21 15:15:30,0.8778704127020497
2015-03-25 05:28:24,0.8749602030612618
2015-03-28 18:25:24,0.8344685528280518
2015-04-01 15:18:05,0.8280397449009297
2015-04-05 09:02:05,0.8592519279248031
2015-04-09 11:45:32,0.8452506872805318
2015-04-13 12:05:10,0.8036252688751417
2015-04-17 12:42:54,0.7688049242736272
2015-04-21 08:11:15,0.76488229618628
2015-04-25 07:14:44,0.8030616453355577
2015-04-29 02:25:20,0.779166660571267
2015-05-03 02:03:10,0.7949119087235291
2015-05-06 22:21:17,0.8115196087620365
2015-05-11 00:31:28,0.8342332761831551
2015-05-14 16:48:32,0.8202608889888483
2015-05-18 10:05:32,0.8158253122301176
2015-05-22 08:13:45,0.8100642554673256
2015-05-26 09:03:02,0.8239805182429045
2015-05-30 09:51:32,0.8190711379091359
2015-06-03 04:35:09,0.7800562183380763
2015-06-06 22:18:12,0.7846699689792663
2015-06-10 13:52:31,0.7985159505236774
2015-06-14 06:59:36,0.8061368278151988
2015-06-18 08:16:27,0.8725500415068147
2015-06-22 05:55:02,0.8557897081598743
2015-06-26 00:01:19,0.8415831119830903
2015-06-29 23:45:38,0.8717942194131676
2015-07-03 16:26:37,0.8946252927385422
2015-07-07 07:31:15,0.9493285001119672
2015-07-11 01:04:13,0.9466467785003438
2015-07-14 21:43:43,1.0284201408127847
2015-07-18 14:10:26,0.9762277964540614
2015-07-22 10:09:39,0.974730096490562
2015-07-26 02:47:15,1.0126661025795576
2015-07-30 00:00:00,1.0289914539298057
2015-08-02 17:46:05,0.9862022073728842
2015-08-06 17:00:50,0.9891419460629737
2015-08-10 10:06:39,0.9268289677161723
2015-08-14 01:55:24,0.9423669358808864
2015-08-18 02:44:41,0.9049556685559861
2015-08-21 16:10:47,0.8295484001191377
2015-08-25 09:53:34,0.7893616955438714
2015-08-29 05:47:03,0.8150192616870475
2015-09-01 21:31:24,0.8283944058092738
2015-09-05 13:42:09,0.82591546483515
2015-09-09 09:39:06,0.8723163240255315
2015-09-13 00:44:03,0.865233864276311
2015-09-16 13:01:08,0.8300074809884342
2015-09-20 18:08:08,0.8360412721080842
2015-09-24 13:04:21,0.8330760872713218
2015-09-28 08:05:31,0.848793050180991
2015-10-01 21:56:08,0.8611654472062914
2015-10-05 17:01:08,0.8667515528007944
2015-10-09 17:36:22,0.8859882720355235
2015-10-13 15:14:43,0.8977935193157659
2015-10-17 05:24:49,0.9527824459421259
2015-10-21 04:02:37,0.9755693315188171
2015-10-24 22:31:11,1.021252376002008
2015-10-28 15:28:18,1.0860966965580874
2015-11-01 04:45:10,1.1553449562659726
2015-11-04 19:57:08,1.638763922118824
2015-11-08 13:31:30,1.3433533633050159
2015-11-12 04:00:26,1.1024180566610393
2015-11-15 18:18:57,1.154333470125318
2015-11-19 07:50:36,1.1665214481311745
2015-11-22 16:31:36,1.136386986209017
2015-11-26 04:19:33,1.1347444320620284
2015-11-29 16:48:47,1.2470762980233685
2015-12-03 03:02:31,1.2381622550675364
2015-12-06 16:24:14,1.3556239771159817
2015-12-10 01:34:49,1.4380091381784925
2015-12-13 01:14:37,1.4659971911049732
2015-12-16 03:59:05,1.5614074289383035
2015-12-19 15:21:53,1.5541796544133397
2015-12-23 02:52:39,1.4678067509449295
2015-12-26 14:22:27,1.476075002525297
2015-12-29 20:51:05,1.4125789729622158
2016-01-02 12:58:16,1.439119242355591
2016-01-05 22:26:17,1.436316772790078
2016-01-09 12:38:05,1.4914242005699816
2016-01-12 15:16:14,1.4753779857312768
2016-01-16 13:13:35,1.2538773180518097
2016-01-20 00:44:22,1.2628973284006695
2016-01-23 11:58:18,1.2739832097190835
2016-01-26 16:11:59,1.299859516637792
2016-01-30 01:36:50,1.2511662052885144
2016-02-02 04:34:25,1.2378620150145954
2016-02-05 06:17:42,1.2778087810399703
2016-02-08 04:44:27,1.2522827930150824
2016-02-11 09:05:00,1.2686869378826149
2016-02-14 15:18:21,1.3147937334649453
2016-02-18 03:36:21,1.377847600878101
2016-02-21 18:18:38,1.4518160420982718
2016-02-25 18:25:54,1.3911785486300723
2016-02-29 12:33:27,1.4263577437512212
2016-03-04 06:50:51,1.3755368603933211
2016-03-07 20:50:03,1.329181682361746
2016-03-11 05:39:10,1.3563915257686312
2016-03-14 22:29:00,1.3481483939645484
2016-03-18 10:49:29,1.357342599972457
2016-03-22 06:06:57,1.333960373364885
2016-03-25 21:19:35,1.3464193238986337
2016-03-29 07:17:28,1.3685415285188076
2016-04-01 23:28:57,1.3428025748720203
2016-04-05 13:14:43,1.357266724089269
2016-04-09 03:18:56,1.3521293011811377
2016-04-12 11:55:14,1.3595677850392431
2016-04-15 21:35:45,1.3690201113730491
2016-04-19 12:38:23,1.374114222217646
2016-04-23 01:19:09,1.430512238706818
2016-04-26 22:19:58,1.4803932102814812
2016-04-30 15:29:27,1.4397830501130884
2016-05-04 02:14:27,1.4162184364856822
2016-05-07 14:03:33,1.4481109135613115
2016-05-10 18:15:36,1.4429097821010286
2016-05-14 12:27:33,1.4348446400414472
2016-05-18 06:29:45,1.4218562739263958
2016-05-22 00:12:40,1.3781085964062865
2016-05-25 05:54:09,1.3880607905445117
2016-05-29 01:14:20,1.567521061349826
2016-06-01 21:28:59,1.6458757162721793
2016-06-05 15:37:27,1.7567156974716536
2016-06-09 02:27:48,1.7464048814906896
2016-06-12 14:28:29,1.8536242935638396
2016-06-16 04:33:18,2.0175217908132637
2016-06-19 12:55:48,2.1437201098533567
2016-06-23 03:56:27,1.811518004745832
2016-06-26 19:30:34,1.8200005432628303
2016-06-30 10:07:36,1.7978885708247812
2016-07-03 23:18:47,1.8857411652648746
2016-07-07 17:04:40,1.8301628407780228
2016-07-11 08:48:24,1.7998582164662247
2016-07-15 05:01:57,1.8189655027756197
2016-07-18 17:24:34,1.8791279336413358
2016-07-22 12:56:26,1.8260138146093328
2016-07-26 17:11:32,1.7854500235215667
2016-07-30 16:55:29,1.792498936816575
2016-08-03 05:36:08,1.5798387315627131
2016-08-06 10:05:40,1.5601166702551112
2016-08-10 01:38:10,1.6058518040817589
2016-08-13 11:32:05,1.607241197259314
2016-08-17 01:55:25,1.568161789163008
2016-08-20 17:35:51,1.576609374379774
2016-08-24 03:57:47,1.5903061223880088
2016-08-27 23:44:47,1.5598553726674542
2016-08-31 13:13:40,1.5700635513306982
2016-09-04 07:03:51,1.5937626201169182
2016-09-07 18:44:47,1.6555305542441094
2016-09-11 10:09:06,1.6873400910391412
2016-09-14 15:27:50,1.6399409291207447
2016-09-18 02:08:32,1.6320688505014715
2016-09-21 16:47:30,1.6076539882312588
2016-09-25 03:16:45,1.618218850386211
2016-09-28 09:49:43,1.623234088076502
2016-10-01 23:36:30,1.6484484322915622
2016-10-05 11:16:10,1.631097220974017
2016-10-08 19:18:56,1.6481834845931562
2016-10-12 12:18:30,1.6975925583594578
2016-10-16 10:59:04,1.6965673415956406
2016-10-20 08:27:20,1.666992030286218
2016-10-23 21:42:57,1.7307999895123327
2016-10-27 13:58:35,1.7817142001365327
2016-10-30 23:08:03,1.8426998688977494
2016-11-03 14:08:38,1.9168103645972876
2016-11-07 08:02:01,1.8239239304774977
