Date,Fees Per Transaction
2019-04-07,1.24887844950027
2019-04-11,1.46480824086428
2019-04-15,1.05376100296338
2019-04-19,1.13447212807449
2019-04-23,1.71256543866316
2019-04-27,0.781747290238045
2019-05-01,0.78772424889514
2019-05-05,1.08811705884609
2019-05-09,1.78026390269507
2019-05-13,2.13841444279872
2019-05-17,4.56500249326611
2019-05-21,4.22872793214319
2019-05-25,3.04825644536002
2019-05-29,3.99058466169516
2019-06-02,3.40408771220541
2019-06-06,2.59633426451481
2019-06-10,2.24652118098193
2019-06-14,2.69191372733264
2019-06-18,2.70853250929368
2019-06-22,3.72025474710426
2019-06-26,5.90710825316984
2019-06-30,3.66167684671237
2019-07-04,2.66832443065582
2019-07-08,2.1068118419945
2019-07-12,2.14695186052901
2019-07-16,1.79393068587175
2019-07-20,1.64964443441377
2019-07-24,1.63909621219846
2019-07-28,0.919680288439669
2019-08-01,1.39939085568274
2019-08-05,1.43361245943909
2019-08-09,2.2461122888257
2019-08-13,2.23010787402228
2019-08-17,1.26480895604865
2019-08-21,1.71071832168382
2019-08-25,0.756380019554686
2019-08-29,0.928415616731284
2019-09-02,0.875537167107363
2019-09-06,1.09443777488288
2019-09-10,1.12429108787714
2019-09-14,0.718465785558893
2019-09-18,0.958491614545631
2019-09-22,0.643133304464001
2019-09-26,0.757686622358845
2019-09-30,1.06976201979276
2019-10-04,0.671349035510914
2019-10-08,0.674920399304331
2019-10-12,0.573480068078046
2019-10-16,0.693174097245866
2019-10-20,0.4365767164328
2019-10-24,0.709897658487492
2019-10-28,1.16252624482986
2019-11-01,1.16052627514748
2019-11-05,1.22675299744174
2019-11-09,0.84726147816622
2019-11-13,0.941506154398722
2019-11-17,0.679099553741991
2019-11-21,0.89050913236974
2019-11-25,0.806160206599305
2019-11-29,0.796011329979424
2019-12-03,0.553872119316978
2019-12-07,0.476905662317346
2019-12-11,0.60888858596641
2019-12-15,0.550241039690093
2019-12-19,0.638353332902171
2019-12-23,0.465031464230959
2019-12-27,0.379063082312015
2019-12-31,0.3642814071957
2020-01-04,0.31362859357195
2020-01-08,0.797559971333301
2020-01-12,0.41553243857684
2020-01-16,0.635615160118378
2020-01-20,0.458515308810101
2020-01-24,0.427680014249043
2020-01-28,0.610528708582643
2020-02-01,0.539328694210698
2020-02-05,0.646349647840744
2020-02-09,0.629750954674672
2020-02-13,1.07157634286058
2020-02-17,0.711064131334146
2020-02-21,0.674567171104883
2020-02-25,0.696835433033085
2020-02-29,0.523003183862084
2020-03-04,0.586698423854668
2020-03-08,0.458046801973722
2020-03-12,1.08868300434723
2020-03-16,1.13799991384835
2020-03-20,1.78560484166505
2020-03-24,1.0702667382949
2020-03-28,0.740414420784793
2020-04-01,0.595457236225901
2020-04-05,0.38605682483986
2020-04-09,0.594117983768802
2020-04-13,0.390110704535921
2020-04-17,0.634051209521079
2020-04-21,0.515074176133559
2020-04-25,0.74743033347111
2020-04-29,1.30320406784667
2020-05-03,1.82151343648637
2020-05-07,2.45777629001632
2020-05-11,2.54708041668451
2020-05-15,4.95503458023075
2020-05-19,6.42914180341742
2020-05-23,3.69219349697898
2020-05-27,2.36918688128054
2020-05-31,2.2550053508218
2020-06-04,1.90321315927668
2020-06-08,1.27630329010085
2020-06-12,0.88455687970373
2020-06-16,1.40363451252628
2020-06-20,0.981710394257909
2020-06-24,1.27653907153377
2020-06-28,0.673697335950307
2020-07-02,1.50889758486723
2020-07-06,1.00015012677777
2020-07-10,1.28367046528809
2020-07-14,1.61181855013175
2020-07-18,2.23926806714143
2020-07-22,3.67601432725504
2020-07-26,2.51085427154793
2020-07-30,6.06362537624933
2020-08-03,4.39956743002628
2020-08-07,4.94176360603888
2020-08-11,5.03549580816253
2020-08-15,2.56059439243148
2020-08-19,5.21382821704613
2020-08-23,2.3972598274732753
2020-08-27,4.219870678434581
2020-08-31,3.5486845678575203
2020-09-04,5.356555300517122
2020-09-08,2.5571293773815347
2020-09-12,2.0034358577317
2020-09-16,2.4741851199823692
2020-09-20,1.3891759718324936
2020-09-24,2.7006032402489955
2020-09-28,2.1059191899274934
2020-10-02,4.083656083970861
2020-10-06,3.7819971609232237
2020-10-10,2.863405058363661
2020-10-14,2.656080742140803
2020-10-18,1.7993792536301436
2020-10-22,6.285089285809221
2020-10-26,5.752067801423124
2020-10-30,13.129840128849542
2020-11-03,11.871891136589499
2020-11-07,7.673814934872026
2020-11-11,5.213674989764986
2020-11-15,2.6838456994318904
2020-11-19,5.433656184584319
2020-11-23,3.5079325984150387
2020-11-27,4.421837643393106
2020-12-01,7.405563838500065
2020-12-05,4.686759043207698
2020-12-09,4.1216454555904125
2020-12-13,2.7188771318260834
2020-12-17,12.046406024922556
2020-12-21,11.916995795131013
2020-12-25,7.297509672371263
2020-12-29,8.410156419112946
2021-01-02,8.400988666872713
2021-01-06,11.26630534983695
2021-01-10,10.977942573564283
2021-01-14,16.36282244994702
2021-01-18,9.705959227466364
2021-01-22,11.292711587658864
2021-01-26,7.720712671247752
2021-01-30,15.105368318268411
2021-02-03,14.267639368142085
2021-02-07,11.45013229284553
2021-02-11,28.50803937284562
2021-02-15,18.903332523449883
2021-02-19,25.060581577828714
2021-02-23,30.85654781127625
2021-02-27,15.321531752273685
2021-03-03,20.081708400459792
2021-03-07,13.73474769040813
2021-03-11,21.52641955062327
2021-03-15,22.08740214714156
2021-03-19,21.676746170367544
2021-03-23,14.137088191445995
2021-03-27,12.71628388499337
2021-03-31,18.10024900171318
2021-04-04,15.770919488138981
2021-04-08,18.804707104262462
2021-04-12,18.95188877458195
2021-04-16,39.39264581237137
2021-04-20,59.85844264985348
2021-04-24,29.02194839114216
2021-04-28,26.857866212967238
2021-05-02,20.55797541656836
2021-05-06,20.014748396079465
2021-05-10,19.21120694446092
2021-05-14,13.841469618791853
2021-05-18,13.40578760877589
2021-05-22,17.159382807974318
2021-05-26,13.250583805575332
2021-05-30,7.2217026237832
2021-06-03,7.513880953319125
2021-06-07,5.244371402720911
2021-06-11,6.954110734164162
2021-06-15,6.439971039413672
2021-06-19,4.708340415988513
2021-06-23,8.061537460447216
2021-06-27,7.177179225940275
2021-07-01,10.614911610227953
2021-07-05,7.233005636592207
2021-07-09,3.919572117822382
2021-07-13,4.519262067207424
2021-07-17,2.186896337683462
2021-07-21,1.916524668756355
2021-07-25,1.9146921479710364
2021-07-29,2.2489527832586544
2021-08-02,2.230378609406082
2021-08-06,2.2598071680357603
2021-08-10,2.438608452200614
2021-08-14,2.453180620375733
2021-08-18,2.8152116750038814
2021-08-22,2.9780267481972347
2021-08-26,2.111370266040749
2021-08-30,2.4029998309880587
2021-09-03,3.2468233458644935
2021-09-07,3.5572621274723617
2021-09-11,2.250638797028186
2021-09-15,3.022143026203619
2021-09-19,1.9618965571083138
2021-09-23,2.260371308838653
2021-09-27,2.1433706956650065
2021-10-01,2.726000880745027
2021-10-05,2.4517990686995383
2021-10-09,3.266716401765169
2021-10-13,3.2591038116745574
2021-10-17,3.1953415249062393
2021-10-21,4.062618197114784
2021-10-25,3.090479025849927
2021-10-29,3.164126507735802
2021-11-02,3.700567588537313
2021-11-06,2.7776062944643027
2021-11-10,4.101072788891336
2021-11-14,2.490990827166171
2021-11-18,2.35957479711077
2021-11-22,2.5324347890831387
2021-11-26,2.7653898852290024
2021-11-30,2.4716599794755676
2021-12-04,3.3513847722884273
2021-12-08,1.954473359411793
2021-12-12,1.5098996889863265
2021-12-16,1.9978335685151811
2021-12-20,1.9234508577822684
2021-12-24,2.351635804490865
2021-12-28,3.4111680993783997
2022-01-01,2.3054355976140393
2022-01-05,2.6692770479670203
2022-01-09,1.5604664449104628
2022-01-13,1.6701501812565434
2022-01-17,1.5176898226358293
2022-01-21,1.7248739328313072
2022-01-25,1.4966967161360418
2022-01-29,2.0180465253649285
2022-02-02,1.6754618864912654
2022-02-06,1.9481381809597438
2022-02-10,3.3384540167869465
2022-02-14,1.9068790196784127
2022-02-18,1.4573484881825034
2022-02-22,1.3203451264498163
2022-02-26,1.2033402731505094
2022-03-02,4.471351581439927
2022-03-06,1.78337931973625
2022-03-10,1.7674355071120613
2022-03-14,1.5414436085754752
2022-03-18,1.6604875282007732
2022-03-22,1.7350485133462785
2022-03-26,1.5779794588276865
2022-03-30,1.93400451305947
2022-04-03,2.143880839134742
2022-04-07,1.619750285926272
2022-04-11,1.5586888460444703
2022-04-15,1.3993108889802168
2022-04-19,1.4095780862242417
2022-04-23,1.3856795303097564
2022-04-27,1.5102990682936583
2022-05-01,1.280824478187918
2022-05-05,2.7221965351803497
2022-05-09,2.2902910535469765
2022-05-13,3.5353473588210145
2022-05-17,2.0541225473544937
2022-05-21,1.567418126308507
2022-05-25,2.004478262640664
2022-05-29,1.3976574353677453
2022-06-02,2.218318938971079
2022-06-06,1.4765413556033977
2022-06-10,1.5297291392462056
2022-06-14,2.0373799062329563
2022-06-18,1.625479654868934
2022-06-22,1.3455606542012026
2022-06-26,1.318371347036837
2022-06-30,1.1739283349718186
2022-07-04,1.104625165070075
2022-07-08,1.8491094107593524
2022-07-12,1.2484983704713204
2022-07-16,1.6844679576971644
2022-07-20,2.326399167566572
2022-07-24,1.2087485291460323
2022-07-28,1.294443986563361
2022-08-01,1.3432075721074799
2022-08-05,1.6798545187735383
2022-08-09,2.0885403893479806
2022-08-13,1.2161157315687547
2022-08-17,1.4044969797364508
2022-08-21,0.8246336069387135
2022-08-25,0.9038145789014399
2022-08-29,0.8737882663052219
2022-09-02,1.3574341857135348
2022-09-06,1.114576453809559
2022-09-10,1.0978233795944883
2022-09-14,1.2805156833276659
2022-09-18,1.1383852120960882
2022-09-22,0.9992899985375117
2022-09-26,1.0614123236267963
2022-09-30,1.1318848733991258
2022-10-04,0.7347354301355634
2022-10-08,0.5527990520800486
2022-10-12,0.6901340844272648
2022-10-16,0.7366848316324164
2022-10-20,0.9263161103659419
2022-10-24,0.875119114953268
2022-10-28,1.3514187732663099
2022-11-01,1.1118778807929552
2022-11-05,1.329317278284085
2022-11-09,1.4771206093696823
2022-11-13,1.1974163030476088
2022-11-17,2.3123753507342077
2022-11-21,1.4904222770065427
2022-11-25,1.7272215440272745
2022-11-29,1.4059968522493294
2022-12-03,1.5626329144821902
2022-12-07,1.1366981915235674
2022-12-11,0.6458571631079766
2022-12-15,1.2940693882622083
2022-12-19,1.1634354591398162
2022-12-23,1.0687621130547302
2022-12-27,1.673390459035465
2022-12-31,0.8339336332358197
2023-01-04,0.8952919939922753
2023-01-08,0.5033456735426806
2023-01-12,0.9637449481673204
2023-01-16,0.7165382674219957
2023-01-20,1.4196575555711577
2023-01-24,1.3270872612008404
2023-01-28,0.9946038528610108
2023-02-01,1.4805184239158928
2023-02-05,1.272898394574146
2023-02-09,1.3151501008230075
2023-02-13,1.756259548016865
2023-02-17,1.9808994262349455
2023-02-21,1.4672128456804827
2023-02-25,1.4215247806536666
2023-03-01,1.5944955339398508
2023-03-05,1.3592362305389674
2023-03-09,2.844395921958325
2023-03-13,1.810109756774729
2023-03-17,3.3106594077032847
2023-03-21,2.4628013831718603
2023-03-25,2.8990548783602197
2023-03-29,2.314260775906402
2023-04-02,2.025169057269978
2023-04-06,2.5737646737140008
2023-04-10,2.1510053638205267
2023-04-14,2.680234482133253
2023-04-18,1.9526677724130148
2023-04-22,1.266947160742209
2023-04-26,2.194880249832608
2023-04-30,2.461444756262514
2023-05-04,6.695870061442352
2023-05-08,30.910220688423603
2023-05-12,9.017496493170343
2023-05-16,5.36717683427731
2023-05-20,5.418682009632649
2023-05-24,4.256440632164894
2023-05-28,3.4451319528762627
2023-06-01,5.246908521986222
2023-06-05,4.23720150199619
2023-06-09,5.058448235796124
2023-06-13,2.359256075462784
2023-06-17,2.2258949585846843
2023-06-21,3.5533305009126006
2023-06-25,2.3520363470066026
2023-06-29,2.573585268592743
2023-07-03,2.3884510174267426
2023-07-07,1.0496478500601865
2023-07-11,1.1761344822061275
2023-07-15,1.047095554991586
2023-07-19,1.1355624945937632
2023-07-23,1.3685364086215024
2023-07-27,1.473848312669759
2023-07-31,1.1048975333177153
2023-08-04,2.023821456253706
2023-08-08,2.5960123666427233
2023-08-12,1.1344608748731977
2023-08-16,0.9191268513398846
2023-08-20,0.6315956362589638
2023-08-24,1.1506866898479273
2023-08-28,1.3354772206865047
2023-09-01,1.6140165387860033
2023-09-05,1.3689211529654954
2023-09-09,1.4094662422881636
2023-09-13,1.5855498067809284
2023-09-17,1.2296729992761033
2023-09-21,2.9391584828620747
2023-09-25,3.0645038694959585
2023-09-29,2.399710773766623
2023-10-03,2.5730773014989508
2023-10-07,4.739391083504521
2023-10-11,2.2051989503961833
2023-10-15,1.2192790047143378
2023-10-19,1.8837664940419792
2023-10-23,1.7495069422585006
2023-10-27,1.9304311090769133
2023-10-31,1.447593784840588
2023-11-04,3.92310930989883
2023-11-08,7.167502461125683
2023-11-12,6.07328126567592
2023-11-16,18.689766110389634
2023-11-20,10.352954883707891
2023-11-24,5.895600476738059
2023-11-28,6.585229724370977
2023-12-02,5.77451534999368
2023-12-06,27.37632057253666
2023-12-10,9.441601938809521
2023-12-14,25.105531283983666
2023-12-18,25.23381335679847
2023-12-22,22.74548615784964
2023-12-26,12.9663674009282
2023-12-30,20.883903200577027
2024-01-03,12.789096080950772
2024-01-07,9.6503995433807
2024-01-11,10.501998311920342
2024-01-15,12.231324338091992
2024-01-19,7.526995541577384
2024-01-23,9.452924247204546
2024-01-27,4.036065770194712
2024-01-31,4.832019881965962
2024-02-04,12.563852858737281
2024-02-08,8.390473536819442
2024-02-12,8.056022137337834
2024-02-16,5.481351627911824
2024-02-20,4.1509321761059805
2024-02-24,3.920740652141341
2024-02-28,8.599459818027558
2024-03-03,7.448635197030641
2024-03-07,7.979236263644741
2024-03-11,7.402078106258289
2024-03-15,8.28585733766398
2024-03-19,6.413715763490421
2024-03-23,4.813131372882636
2024-03-27,5.929342593838303
2024-03-31,6.195568200084009
2024-04-04,4.809228696707734
2024-04-08,5.193779401223176
2024-04-12,24.35344099927647
2024-04-16,13.136666594151345
2024-04-20,127.03396474421231
2024-04-24,28.201087313888202
2024-04-28,6.966088929980231
2024-05-02,3.677041699006264
2024-05-06,5.004087628332961
2024-05-10,2.698862443190131
2024-05-14,3.2060051690581535
2024-05-18,2.987080970802374
2024-05-22,2.3666625240875088
2024-05-26,1.5750475099935741
2024-05-30,5.0118299592534745
2024-06-03,3.9224685614684933
2024-06-07,83.60726948020282
2024-06-11,6.455525100936955
2024-06-15,6.575675355835553
2024-06-19,3.336003295807229
2024-06-23,1.9415335123399327
2024-06-27,2.6778924557990496
2024-07-01,1.9109099540927266
2024-07-05,1.6723317673986635
2024-07-09,1.1628942411177963
2024-07-13,1.538939788298382
2024-07-17,1.4843187752382643
2024-07-21,0.7656475463046118
2024-07-25,0.9602136263248305
2024-07-29,0.880205135783469
2024-08-02,1.3694195755419847
2024-08-06,0.9457779521590232
2024-08-10,0.7485065344172225
2024-08-14,0.9522306637325862
2024-08-18,0.5583632278613585
2024-08-22,7.679156528892079
2024-08-26,0.9162522281448167
2024-08-30,0.8761022965956711
2024-09-03,0.8529911001957269
2024-09-07,0.45220703569226367
2024-09-11,0.9204964800242099
2024-09-15,0.5345406741241645
2024-09-19,1.3853543833381623
2024-09-23,0.8484656325572745
2024-09-27,1.6042479301845147
2024-10-01,0.7868056289955664
2024-10-05,0.9915066115362831
2024-10-09,1.7558880933175696
2024-10-13,2.3942049419453744
2024-10-17,6.257638727942186
2024-10-21,1.429060354437894
2024-10-25,4.745420700723073
2024-10-29,1.319933816037514
2024-11-02,0.9124670706690746
2024-11-06,1.215394458269482
2024-11-10,1.5245896219806137
2024-11-14,4.403656584551457
2024-11-18,2.3680970060039845
2024-11-22,3.4342053835816087
2024-11-26,3.3662673117609194
2024-11-30,1.524611536126662
2024-12-04,2.2784377392343447
2024-12-08,3.6169787917419614
2024-12-12,4.179703316892633
2024-12-16,3.1384244818857536
2024-12-20,3.6476052930513636
2024-12-24,2.8092917446421293
2024-12-28,1.800601955266705
2025-01-01,1.5342999646933566
2025-01-05,1.3304969418385506
2025-01-09,1.2805748729420443
2025-01-13,1.7699361140091074
2025-01-17,2.1691169218979427
2025-01-21,3.2664638235481407
2025-01-25,1.6669008378909271
2025-01-29,1.3962207607570067
2025-02-02,1.1802098980370141
2025-02-06,1.2085424357072883
2025-02-10,1.2544630447804828
2025-02-14,1.3333687986126093
2025-02-18,1.0627969442068184
2025-02-22,1.1158629495753185
2025-02-26,2.3669528224766148
2025-03-02,1.850808454668229
2025-03-06,1.2670865527856179
2025-03-10,0.966340911989158
2025-03-14,1.0352240863510245
2025-03-18,1.0100511811621804
2025-03-22,1.9978163025036544
2025-03-26,1.6483438607537364
2025-03-30,0.8568124078034506
2025-04-03,1.2235895575352929
