Date,Transactions Per Block,Circulating Bitcoin,Estimated Transaction Volume,Fees Per Transaction,Market Value to Realised Value,Confirmed Payments,Price,Vol.,Change %
2018-02-03,1233.48734177215,,2282515797.08181,6.7009733039161,1.0289914539298057,297180806.5,"9,241.1",248.71K,3.91%
2018-02-04,1304.0499034922327,,2116643376.849915,6.176548518246017,1.0289914539298057,297386505.0,"8,222.2",280.94K,-11.03%
2018-02-05,1374.612465212315,,1950770956.61802,5.6521237325759355,1.0289914539298057,297592203.5,"6,938.5",593.89K,-15.61%
2018-02-06,1445.1750269323975,,1869958526.279745,5.127698946905853,1.0289914539298057,297797902.0,"7,701.2",886.88K,10.99%
2018-02-07,1515.73758865248,,1789146095.9414701,4.60327416123577,1.0289914539298057,297999590.5,"7,594.7",445.62K,-1.38%
2018-02-08,1380.5250457939958,,1708333665.603195,4.320103310161225,1.0289914539298057,298201279.0,"8,164.2",296.10K,7.50%
2018-02-09,1245.3125029355115,,1627521235.26492,4.03693245908668,1.0289914539298057,298402967.5,"8,699.8",233.94K,6.56%
2018-02-10,1110.0999600770274,,1537174640.79967,3.753761608012135,1.0289914539298057,298604656.0,"8,559.6",263.53K,-1.61%
2018-02-11,974.887417218543,,1446828046.33442,3.47059075693759,1.0289914539298057,298780034.25,"8,081.9",236.20K,-5.58%
2018-02-12,1109.3773949749748,,1356481451.86917,3.3942280078625924,1.0289914539298057,298955412.5,"8,903.5",238.67K,10.17%
2018-02-13,1243.8673727314065,,1266134857.40392,3.317865258787595,1.0289914539298057,299130790.75,"8,539.2",195.87K,-4.09%
2018-02-14,1378.3573504878382,,1165203286.831403,3.2415025097125976,1.0289914539298057,299306169.0,"9,476.3",246.88K,10.97%
2018-02-15,1512.84732824427,,1064271716.258886,3.1651397606376,1.0289914539298057,299494779.5,"10,037.3",291.28K,5.92%
2018-02-16,1423.782101121475,,963340145.686369,3.112036385343475,1.0289914539298057,299683390.0,"10,178.7",206.44K,1.41%
2018-02-17,1334.71687399868,,862408575.113852,3.05893301004935,1.0289914539298057,299872000.5,"11,073.5",224.76K,8.79%
2018-02-18,1245.651646875885,,1042313388.9074316,3.0058296347552247,1.0289914539298057,300060611.0,"10,398.8",288.91K,-6.09%
2018-02-19,1156.58641975309,,1222218202.7010112,2.9527262594611,1.0289914539298057,300248496.75,"11,169.4",215.20K,7.41%
2018-02-20,1180.26582832833,,1402123016.4945905,3.2047096614578097,1.0289914539298057,300436382.5,"11,238.7",267.56K,0.62%
2018-02-21,1203.94523690357,,1582027830.28817,3.45669306345452,1.0289914539298057,300624268.25,"10,473.0",327.14K,-6.81%
2018-02-22,1227.6246454788102,,1370366814.909864,3.70867646545123,1.0289914539298057,300812154.0,"9,841.7",316.63K,-6.03%
2018-02-23,1251.30405405405,,1158705799.531558,3.96065986744794,1.0289914539298057,300978714.25,"10,170.4",271.50K,3.34%
2018-02-24,1281.6405405405376,,947044784.153252,3.57826691888025,1.0289914539298057,301145274.5,"9,704.3",239.16K,-4.58%
2018-02-25,1311.977027027025,,735383768.774946,3.19587397031256,1.0289914539298057,301311834.75,"9,585.2",196.49K,-1.23%
2018-02-26,1342.3135135135126,,1055798291.490442,2.81348102174487,1.0289914539298057,301478395.0,"10,285.1",235.94K,7.30%
2018-02-27,1372.65,,1376212814.2059379,2.43108807317718,1.0289914539298057,301686210.75,"10,594.4",202.58K,3.01%
2018-02-28,1275.3541666666667,,1696627336.921434,2.431258361307325,1.0289914539298057,301894026.5,"10,333.9",215.22K,-2.46%
2018-03-01,1178.0583333333336,,2017041859.63693,2.43142864943747,1.0289914539298057,302101842.25,"10,904.5",188.77K,5.52%
2018-03-02,1080.7625000000003,,1906040097.43778,2.431598937567615,1.0289914539298057,302309658.0,"10,827.7",201.69K,-0.70%
2018-03-03,983.466666666667,,1795038335.2386298,2.43176922569776,1.0289914539298057,302492581.5,"11,402.3",172.20K,5.31%
2018-03-04,1078.3292993630578,,1684036573.03948,2.2473072479413974,1.0289914539298057,302675505.0,"11,416.5",156.40K,0.12%
2018-03-05,1173.1919320594486,,1573034810.84033,2.062845270185035,1.0289914539298057,302858428.5,"11,330.6",162.11K,-0.75%
2018-03-06,1268.0545647558392,,1641268455.3968174,1.8783832924286725,1.0289914539298057,303041352.0,"10,675.1",230.65K,-5.78%
2018-03-07,1362.91719745223,,1709502099.9533048,1.69392131467231,1.0289914539298057,303245393.0,"9,902.9",284.54K,-7.23%
2018-03-08,1268.7303817493034,,1777735744.5097923,1.8458879427692474,1.0289914539298057,303449434.0,"9,300.0",256.26K,-6.09%
2018-03-09,1174.5435660463766,,1845969389.06628,1.997854570866185,1.0289914539298057,303653475.0,"9,217.0",371.46K,-0.89%
2018-03-10,1080.3567503434497,,1741807488.7089224,2.1498211989631226,1.0289914539298057,303857516.0,"8,762.0",198.73K,-4.94%
2018-03-11,986.169934640523,,1637645588.351565,2.30178782706006,1.0289914539298057,304030609.25,"9,529.6",266.59K,8.76%
2018-03-12,1097.5892565359472,,1533483687.9942076,2.0872042632741277,1.0289914539298057,304203702.5,"9,137.4",257.91K,-4.12%
2018-03-13,1209.0085784313715,,1429321787.63685,1.8726206994881949,1.0289914539298057,304376795.75,"9,154.9",239.46K,0.19%
2018-03-14,1320.4279003267957,,1249376356.3128207,1.6580371357022625,1.0289914539298057,304549889.0,"8,210.6",305.45K,-10.32%
2018-03-15,1431.84722222222,,1069430924.988791,1.44345357191633,1.0289914539298057,304733827.25,"8,264.4",326.53K,0.66%
2018-03-16,1382.8015456989224,,889485493.6647615,1.4160000322190849,1.0289914539298057,304917765.5,"8,289.2",236.13K,0.30%
2018-03-17,1333.7558691756249,,709540062.340732,1.38854649252184,1.0289914539298057,305101703.75,"7,874.9",208.05K,-5.00%
2018-03-18,1284.7101926523276,,793496999.8306639,1.361092952824595,1.0289914539298057,305285642.0,"8,201.2",348.02K,4.14%
2018-03-19,1235.66451612903,,877453937.320596,1.33363941312735,1.0289914539298057,305472608.0,"8,616.8",316.96K,5.07%
2018-03-20,1264.7521464952674,,961410874.810528,1.31106347951669,1.0289914539298057,305659574.0,"8,912.6",253.44K,3.43%
2018-03-21,1293.839776861505,,1045367812.30046,1.28848754590603,1.0289914539298057,305846540.0,"8,905.9",218.19K,-0.08%
2018-03-22,1322.9274072277426,,1009310296.3416783,1.26591161229537,1.0289914539298057,306033506.0,"8,726.2",223.01K,-2.02%
2018-03-23,1352.01503759398,,973252780.3828964,1.24333567868471,1.0289914539298057,306197965.0,"8,916.8",210.11K,2.18%
2018-03-24,1321.683975563905,,937195264.4241147,1.22583775937923,1.0289914539298057,306362424.0,"8,547.4",177.43K,-4.14%
2018-03-25,1291.35291353383,,901137748.465333,1.2083398400737502,1.0289914539298057,306526883.0,"8,473.2",149.52K,-0.87%
2018-03-26,1261.021851503755,,956061153.0857372,1.1908419207682701,1.0289914539298057,306691342.0,"8,143.5",247.18K,-3.89%
2018-03-27,1230.69078947368,,1010984557.7061415,1.17334400146279,1.0289914539298057,306877471.0,"7,801.7",223.10K,-4.20%
2018-03-28,1213.2856702302602,,1065907962.3265457,1.117214497345136,1.0289914539298057,307063600.0,"7,954.9",167.36K,1.96%
2018-03-29,1195.88055098684,,1120831366.94695,1.0610849932274815,1.0289914539298057,307249729.0,"7,129.2",348.75K,-10.38%
2018-03-30,1178.47543174342,,1032706921.9687409,1.0049554891098271,1.0289914539298057,307435858.0,"6,853.7",417.31K,-3.86%
2018-03-31,1161.0703125,,944582476.9905319,0.948825984992173,1.0289914539298057,307595190.75,"6,938.2",245.30K,1.23%
2018-04-01,1186.6360677083326,,856458032.012323,0.947039337561925,1.0289914539298057,307754523.5,"6,825.2",257.53K,-1.63%
2018-04-02,1212.2018229166652,,768333587.034114,0.945252690131677,1.0289914539298057,307913856.25,"7,068.4",199.31K,3.56%
2018-04-03,1237.7675781249975,,756254829.3540077,0.943466042701429,1.0289914539298057,308073189.0,"7,424.2",230.80K,5.03%
2018-04-04,1263.33333333333,,744176071.6739016,0.941679395271181,1.0289914539298057,308258165.0,"6,808.9",239.51K,-8.29%
2018-04-05,1162.6164596273268,,732097313.9937953,0.9713694498461258,1.0289914539298057,308443141.0,"6,782.0",221.70K,-0.40%
2018-04-06,1061.8995859213235,,720018556.313689,1.0010595044210704,1.0289914539298057,308628117.0,"6,624.3",174.90K,-2.33%
2018-04-07,961.1827122153203,,743138633.0250318,1.0307495589960152,1.0289914539298057,308813093.0,"6,905.7",177.10K,4.25%
2018-04-08,860.465838509317,,766258709.7363745,1.06043961357096,1.0289914539298057,308977058.25,"7,030.5",132.51K,1.81%
2018-04-09,987.6854178430277,,789378786.4477172,1.1086848620735825,1.0289914539298057,309141023.5,"6,781.9",241.19K,-3.54%
2018-04-10,1114.9049971767386,,812498863.15906,1.156930110576205,1.0289914539298057,309304988.75,"6,854.8",134.23K,1.08%
2018-04-11,1242.1245765104493,,738607103.5791467,1.2051753590788274,1.0289914539298057,309468954.0,"6,962.1",142.07K,1.56%
2018-04-12,1369.34415584416,,664715343.9992335,1.25342060758145,1.0289914539298057,309662560.0,"7,926.6",398.30K,13.85%
2018-04-13,1374.713790641985,,590823584.4193203,1.20490299707032,1.0289914539298057,309856166.0,"7,887.4",296.95K,-0.49%
2018-04-14,1380.08342543981,,516931824.839407,1.15638538655919,1.0289914539298057,310049772.0,"8,004.4",164.71K,1.48%
2018-04-15,1385.4530602376349,,594341116.38759,1.10786777604806,1.0289914539298057,310243378.0,"8,363.6",160.26K,4.49%
2018-04-16,1390.82269503546,,671750407.935773,1.05935016553693,1.0289914539298057,310435783.25,"8,070.0",197.70K,-3.51%
2018-04-17,1422.272130765645,,749159699.483956,1.0895984866118473,1.0289914539298057,310628188.5,"7,908.6",162.59K,-2.00%
2018-04-18,1453.7215664958298,,826568991.032139,1.119846807686765,1.0289914539298057,310820593.75,"8,178.4",163.26K,3.41%
2018-04-19,1485.171002226015,,788500743.9237112,1.1500951287616825,1.0289914539298057,311012999.0,"8,290.8",155.08K,1.37%
2018-04-20,1516.6204379562,,750432496.8152835,1.1803434498366,1.0289914539298057,311210075.75,"8,867.0",225.96K,6.95%
2018-04-21,1537.611554882245,,712364249.7068558,1.47850801967503,1.0289914539298057,311407152.5,"8,923.1",206.01K,0.63%
2018-04-22,1558.6026718082899,,674296002.598428,1.7766725895134599,1.0289914539298057,311604229.25,"8,806.7",161.89K,-1.30%
2018-04-23,1579.593788734335,,844889278.011441,2.07483715935189,1.0289914539298057,311801306.0,"8,952.8",147.54K,1.66%
2018-04-24,1600.58490566038,,1015482553.424454,2.37300172919032,1.0289914539298057,312029352.25,"9,645.3",260.79K,7.73%
2018-04-25,1598.253132370285,,1186075828.837467,2.252530570539785,1.0289914539298057,312257398.5,"8,873.1",395.67K,-8.01%
2018-04-26,1595.92135908019,,1356669104.25048,2.1320594118892497,1.0289914539298057,312485444.75,"9,287.0",248.39K,4.67%
2018-04-27,1593.589585790095,,1277321997.432865,2.011588253238715,1.0289914539298057,312713491.0,"8,940.9",184.91K,-3.73%
2018-04-28,1591.2578125,,1197974890.61525,1.89111709458818,1.0289914539298057,312915811.75,"9,352.4",199.78K,4.60%
2018-04-29,1572.543359375,,1118627783.797635,1.8358302189260698,1.0289914539298057,313118132.5,"9,415.1",184.72K,0.67%
2018-04-30,1553.82890625,,1039280676.98002,1.78054334326396,1.0289914539298057,313320453.25,"9,245.1",156.83K,-1.80%
2018-05-01,1535.1144531250002,,1135502368.9084,1.72525646760185,1.0289914539298057,313522774.0,"9,074.9",173.35K,-1.84%
2018-05-02,1516.4,,1231724060.83678,1.66996959193974,1.0289914539298057,313738037.75,"9,243.2",137.48K,1.85%
2018-05-03,1450.7324817518252,,1327945752.76516,1.6921266311463423,1.0289914539298057,313953301.5,"9,749.7",201.18K,5.48%
2018-05-04,1385.06496350365,,1424167444.69354,1.714283670352945,1.0289914539298057,314168565.25,"9,708.6",161.55K,-0.42%
2018-05-05,1319.3974452554748,,1394525465.98426,1.7364407095595475,1.0289914539298057,314383829.0,"9,853.5",158.45K,1.49%
2018-05-06,1253.7299270073,,1364883487.27498,1.75859774876615,1.0289914539298057,314583057.75,"9,656.4",150.95K,-2.00%
2018-05-07,1279.5198478528773,,1335241508.5657,1.6157107977437775,1.0289914539298057,314782286.5,"9,431.6",165.08K,-2.33%
2018-05-08,1305.309768698455,,1305599529.85642,1.472823846721405,1.0289914539298057,314981515.25,"9,196.4",157.45K,-2.49%
2018-05-09,1331.0996895440326,,1207835180.2003744,1.3299368956990325,1.0289914539298057,315180744.0,"9,319.1",147.89K,1.33%
2018-05-10,1356.88961038961,,1110070830.5443285,1.18704994467666,1.0289914539298057,315383737.5,"9,025.7",152.71K,-3.15%
2018-05-11,1414.8206168831175,,1012306480.8882828,1.2492463566202376,1.0289914539298057,315586731.0,"8,408.3",270.62K,-6.84%
2018-05-12,1472.751623376625,,914542131.232237,1.311442768563815,1.0289914539298057,315789724.5,"8,459.5",210.87K,0.61%
2018-05-13,1530.6826298701324,,1024411611.4243377,1.3736391805073924,1.0289914539298057,315992718.0,"8,693.5",149.80K,2.77%
2018-05-14,1588.61363636364,,1134281091.6164384,1.43583559245097,1.0289914539298057,316190669.0,"8,674.1",212.05K,-0.22%
2018-05-15,1548.7169840294873,,1244150571.8085392,1.745365320278955,1.0289914539298057,316388620.0,"8,477.0",179.62K,-2.27%
2018-05-16,1508.820331695335,,1354020052.00064,2.05489504810694,1.0289914539298057,316586571.0,"8,344.4",188.03K,-1.56%
2018-05-17,1468.9236793611826,,1141867150.6369529,2.3644247759349253,1.0289914539298057,316784522.0,"8,063.0",154.36K,-3.37%
2018-05-18,1429.02702702703,,929714249.273266,2.67395450376291,1.0289914539298057,316968316.75,"8,245.7",150.32K,2.27%
2018-05-19,1408.4209325219276,,717561347.909579,2.2739981978343176,1.0289914539298057,317152111.5,"8,245.1",107.89K,-0.01%
2018-05-20,1387.814838016825,,505408446.545892,1.8740418919057251,1.0289914539298057,317335906.25,"8,529.0",113.76K,3.44%
2018-05-21,1367.2087435117223,,628515958.9691873,1.4740855859771327,1.0289914539298057,317519701.0,"8,403.3",115.52K,-1.47%
2018-05-22,1346.60264900662,,751623471.3924825,1.07412928004854,1.0289914539298057,317728419.0,"8,006.0",137.51K,-4.73%
2018-05-23,1254.9874805821255,,874730983.8157778,1.07123914746856,1.0289914539298057,317937137.0,"7,512.3",237.60K,-6.17%
2018-05-24,1163.3723121576309,,997838496.239073,1.0683490148885801,1.0289914539298057,318145855.0,"7,592.9",211.11K,1.07%
2018-05-25,1071.7571437331364,,1005914666.0821973,1.0654588823086,1.0289914539298057,318354573.0,"7,477.7",161.82K,-1.52%
2018-05-26,980.141975308642,,1013990835.9253216,1.06256874972862,1.0289914539298057,318526627.25,"7,361.3",103.07K,-1.56%
2018-05-27,1028.3205619412515,,1022067005.7684457,1.0031081994234092,1.0289914539298057,318698681.5,"7,366.7",103.29K,0.07%
2018-05-28,1076.499148573861,,1030143175.61157,0.9436476491181985,1.0289914539298057,318870735.75,"7,119.3",152.29K,-3.36%
2018-05-29,1124.6777352064705,,987767614.0252433,0.8841870988129878,1.0289914539298057,319042790.0,"7,467.7",186.97K,4.89%
2018-05-30,1172.85632183908,,945392052.4389164,0.824726548507777,1.0289914539298057,319248634.25,"7,400.1",140.37K,-0.91%
2018-05-31,1130.32168923207,,903016490.8525897,0.7979785035235982,1.0289914539298057,319454478.5,"7,502.6",144.52K,1.39%
2018-06-01,1087.78705662506,,860640929.266263,0.7712304585394195,1.0289914539298057,319660322.75,"7,530.8",135.92K,0.38%
2018-06-02,1045.25242401805,,833844881.6418021,0.7444824135552408,1.0289914539298057,319866167.0,"7,646.6",121.18K,1.54%
2018-06-03,1002.71779141104,,807048834.017341,0.717734368571062,1.0289914539298057,320056689.5,"7,729.3",116.68K,1.08%
2018-06-04,1115.022609292545,,780252786.39288,0.7299312629018282,1.0289914539298057,320247212.0,"7,504.3",141.01K,-2.91%
2018-06-05,1227.3274271740502,,753456738.768419,0.7421281572325945,1.0289914539298057,320437734.5,"7,631.5",145.23K,1.69%
2018-06-06,1339.6322450555551,,693286672.18552,0.7543250515633608,1.0289914539298057,320628257.0,"7,661.0",130.66K,0.39%
2018-06-07,1451.93706293706,,633116605.6026211,0.766521945894127,1.0289914539298057,320824983.0,"7,697.8",124.00K,0.48%
2018-06-08,1469.6599400599375,,572946539.019722,0.7702450187132716,1.0289914539298057,321021709.0,"7,622.1",112.88K,-0.98%
2018-06-09,1487.382817182815,,512776472.436823,0.7739680915324161,1.0289914539298057,321218435.0,"7,515.8",97.56K,-1.40%
2018-06-10,1505.1056943056926,,645361778.0787097,0.7776911643515605,1.0289914539298057,321415161.0,"6,775.1",275.69K,-9.85%
2018-06-11,1522.82857142857,,777947083.7205966,0.781414237170705,1.0289914539298057,321619934.75,"6,885.9",174.88K,1.64%
2018-06-12,1478.4956115779626,,910532389.3624833,0.7703398742654015,1.0289914539298057,321824708.5,"6,558.2",178.26K,-4.76%
2018-06-13,1434.162651727355,,1043117695.00437,0.759265511360098,1.0289914539298057,322029482.25,"6,312.3",237.48K,-3.75%
2018-06-14,1389.8296918767476,,890541068.0440805,0.7481911484547945,1.0289914539298057,322234256.0,"6,647.1",201.54K,5.30%
2018-06-15,1345.49673202614,,737964441.083791,0.737116785549491,1.0289914539298057,322414246.75,"6,410.3",143.53K,-3.56%
2018-06-16,1318.4854522454125,,585387814.1235015,1.2868696974054057,1.0289914539298057,322594237.5,"6,505.8",108.79K,1.49%
2018-06-17,1291.4741724646851,,432811187.163212,1.8366226092613203,1.0289914539298057,322774228.25,"6,460.3",90.67K,-0.70%
2018-06-18,1264.4628926839575,,504597223.7911405,2.3863755211172353,1.0289914539298057,322954219.0,"6,719.8",135.70K,4.02%
2018-06-19,1237.45161290323,,576383260.419069,2.93612843297315,1.0289914539298057,323149907.5,"6,752.4",120.54K,0.49%
2018-06-20,1183.2371471774225,,648169297.0469975,2.499819373020882,1.0289914539298057,323345596.0,"6,765.4",121.48K,0.19%
2018-06-21,1129.022681451615,,719955333.674926,2.063510313068615,1.0289914539298057,323541284.5,"6,728.0",99.29K,-0.55%
2018-06-22,1074.8082157258075,,710725224.9247795,1.6272012531163473,1.0289914539298057,323736973.0,"6,055.7",278.22K,-9.99%
2018-06-23,1020.59375,,701495116.174633,1.19089219316408,1.0289914539298057,323918505.0,"6,167.3",142.90K,1.84%
2018-06-24,1154.92878357438,,692265007.4244865,1.1529826151761824,1.0289914539298057,324100037.0,"6,154.6",240.60K,-0.21%
2018-06-25,1289.2638171487602,,683034898.67434,1.115073037188285,1.0289914539298057,324281569.0,"6,256.6",210.69K,1.66%
2018-06-26,1423.59885072314,,675533417.2780813,1.0771634592003876,1.0289914539298057,324463101.0,"6,082.1",176.66K,-2.79%
2018-06-27,1557.93388429752,,668031935.8818226,1.03925388121249,1.0289914539298057,324655946.75,"6,154.9",133.42K,1.20%
2018-06-28,1434.1766036993301,,660530454.4855638,0.9505914034904616,1.0289914539298057,324848792.5,"5,883.5",156.05K,-4.41%
2018-06-29,1310.41932310114,,653028973.089305,0.861928925768433,1.0289914539298057,325041638.25,"6,213.3",206.96K,5.61%
2018-06-30,1186.66204250295,,709844386.1995275,0.7732664480464045,1.0289914539298057,325234484.0,"6,398.9",189.33K,2.99%
2018-07-01,1062.90476190476,,766659799.3097501,0.684603970324376,1.0289914539298057,325422987.0,"6,366.8",128.51K,-0.50%
2018-07-02,1161.412148070905,,823475212.4199725,0.6766512677565011,1.0289914539298057,325611490.0,"6,619.5",179.92K,3.97%
2018-07-03,1259.91953423705,,880290625.530195,0.668698565188626,1.0289914539298057,325799993.0,"6,513.5",150.19K,-1.60%
2018-07-04,1358.426920403195,,752785585.265021,0.660745862620751,1.0289914539298057,325988496.0,"6,598.4",143.04K,1.30%
2018-07-05,1456.93430656934,,625280544.9998469,0.652793160052876,1.0289914539298057,326182302.25,"6,546.5",166.18K,-0.79%
2018-07-06,1472.3808769858274,,497775504.734673,0.6514064222603062,1.0289914539298057,326376108.5,"6,617.7",132.69K,1.09%
2018-07-07,1487.827447402315,,370270464.469499,0.6500196844677365,1.0289914539298057,326569914.75,"6,765.5",114.57K,2.23%
2018-07-08,1503.2740178188026,,453979624.846043,0.6486329466751668,1.0289914539298057,326763721.0,"6,714.8",267.60K,-0.75%
2018-07-09,1518.72058823529,,537688785.222587,0.647246208882597,1.0289914539298057,326959210.25,"6,667.1",289.48K,-0.71%
2018-07-10,1502.508972645,,621397945.599131,0.632287679905124,1.0289914539298057,327154699.5,"6,307.2",315.27K,-5.40%
2018-07-11,1486.2973570547101,,705107105.975675,0.6173291509276511,1.0289914539298057,327350188.75,"6,389.1",243.82K,1.30%
2018-07-12,1470.08574146442,,617834809.6089118,0.602370621950178,1.0289914539298057,327545678.0,"6,250.6",289.24K,-2.17%
2018-07-13,1453.87412587413,,530562513.2421485,0.587412092972705,1.0289914539298057,327732972.0,"6,230.2",233.22K,-0.33%
2018-07-14,1458.2766635879875,,443290216.8753852,0.623377488434546,1.0289914539298057,327920266.0,"6,254.8",243.71K,0.40%
2018-07-15,1462.6792013018448,,356017920.508622,0.6593428838963871,1.0289914539298057,328107560.0,"6,362.9",180.67K,1.73%
2018-07-16,1467.0817390157024,,515377473.892456,0.695308279358228,1.0289914539298057,328294854.0,"6,729.9",312.12K,5.77%
2018-07-17,1471.48427672956,,674737027.2762899,0.731273674820069,1.0289914539298057,328520977.5,"7,322.0",337.75K,8.80%
2018-07-18,1440.8449593719874,,834096580.6601241,0.7214846537451765,1.0289914539298057,328747101.0,"7,383.6",333.32K,0.84%
2018-07-19,1410.205642014415,,993456134.043958,0.711695632670284,1.0289914539298057,328973224.5,"7,477.5",247.25K,1.27%
2018-07-20,1379.5663246568424,,979106007.0962967,0.7019066115953916,1.0289914539298057,329199348.0,"7,339.4",258.85K,-1.85%
2018-07-21,1348.92700729927,,964755880.1486354,0.692117590520499,1.0289914539298057,329401121.5,"7,408.7",160.77K,0.95%
2018-07-22,1365.096385417955,,950405753.2009742,0.740376477361937,1.0289914539298057,329602895.0,"7,412.3",204.16K,0.05%
2018-07-23,1381.26576353664,,936055626.253313,0.788635364203375,1.0289914539298057,329804668.5,"7,723.0",272.15K,4.19%
2018-07-24,1397.435141655325,,923168360.6462343,0.8368942510448131,1.0289914539298057,330006442.0,"8,407.0",345.32K,8.86%
2018-07-25,1413.60451977401,,910281095.0391555,0.885153137886251,1.0289914539298057,330249197.5,"8,173.7",269.23K,-2.78%
2018-07-26,1307.860742771684,,897393829.4320767,0.8547487317289377,1.0289914539298057,330491953.0,"7,937.0",235.45K,-2.90%
2018-07-27,1202.116965769358,,884506563.824998,0.8243443255716245,1.0289914539298057,330734708.5,"8,187.4",243.22K,3.15%
2018-07-28,1096.373188767032,,892417886.5453007,0.7939399194143113,1.0289914539298057,330977464.0,"8,234.1",147.14K,0.57%
2018-07-29,990.629411764706,,900329209.2656035,0.763535513256998,1.0289914539298057,331185403.0,"8,215.6",155.24K,-0.22%
2018-07-30,1110.4116013071894,,908240531.9859062,0.7859164846114057,1.0289914539298057,331393342.0,"8,177.1",242.21K,-0.47%
2018-07-31,1230.193790849673,,916151854.706209,0.8082974559658135,1.0289914539298057,331601281.0,"7,729.4",266.94K,-5.48%
2018-08-01,1349.9759803921565,,806796486.3799037,0.8306784273202212,1.0289914539298057,331809220.0,"7,606.4",237.69K,-1.59%
2018-08-02,1469.75816993464,,697441118.0535984,0.853059398674629,1.0289914539298057,332030925.0,"7,535.6",216.34K,-0.93%
2018-08-03,1519.50755874869,,588085749.7272933,0.7814971992011748,1.0289914539298057,332252630.0,"7,419.0",226.46K,-1.55%
2018-08-04,1569.25694756274,,478730381.400988,0.7099349997277205,1.0289914539298057,332474335.0,"7,014.3",222.57K,-5.46%
2018-08-05,1619.00633637679,,555794161.0235345,0.6383728002542662,1.0289914539298057,332696040.0,"7,027.1",177.64K,0.18%
2018-08-06,1668.75572519084,,632857940.646081,0.566810600780812,1.0289914539298057,332910625.5,"6,943.6",168.87K,-1.19%
2018-08-07,1572.799748438585,,709921720.2686274,0.5687222242603432,1.0289914539298057,333125211.0,"6,724.9",232.48K,-3.15%
2018-08-08,1476.84377168633,,786985499.891174,0.5706338477398745,1.0289914539298057,333339796.5,"6,283.6",311.54K,-6.56%
2018-08-09,1380.887794934075,,673671574.7368125,0.5725454712194058,1.0289914539298057,333554382.0,"6,538.8",237.66K,4.06%
2018-08-10,1284.93181818182,,560357649.582451,0.574457094698937,1.0289914539298057,333756255.5,"6,152.3",298.82K,-5.91%
2018-08-11,1418.886363636365,,447043724.4280895,0.59254247359524,1.0289914539298057,333958129.0,"6,231.6",247.34K,1.29%
2018-08-12,1552.84090909091,,333729799.273728,0.6106278524915429,1.0289914539298057,334160002.5,"6,313.0",216.33K,1.31%
2018-08-13,1686.795454545455,,422047466.609432,0.628713231387846,1.0289914539298057,334361876.0,"6,255.3",234.09K,-0.91%
2018-08-14,1820.75,,510365133.945136,0.646798610284149,1.0289914539298057,334598570.25,"6,190.2",3.66M,-1.04%
2018-08-15,1663.8984375,,598682801.28084,0.6251880339953362,1.0289914539298057,334835264.5,"6,256.9",3.74M,1.08%
2018-08-16,1507.046875,,687000468.616544,0.6035774577065235,1.0289914539298057,335071958.75,"6,306.7",3.50M,0.80%
2018-08-17,1350.1953125,,677009137.5318637,0.5819668814177108,1.0289914539298057,335308653.0,"6,581.7",3.20M,4.36%
2018-08-18,1193.34375,,667017806.4471835,0.560356305128898,1.0289914539298057,335510567.75,"6,379.1",3.15M,-3.08%
2018-08-19,1254.903125,,657026475.3625033,0.5915435000282773,1.0289914539298057,335712482.5,"6,481.5",2.71M,1.61%
2018-08-20,1316.4625,,647035144.277823,0.6227306949276565,1.0289914539298057,335914397.25,"6,268.1",3.10M,-3.29%
2018-08-21,1378.021875,,650410694.5730054,0.6539178898270357,1.0289914539298057,336116312.0,"6,482.2",1.46M,3.41%
2018-08-22,1439.58125,,653786244.8681879,0.685105084726415,1.0289914539298057,336337780.25,"6,359.6",3.63M,-1.89%
2018-08-23,1329.3203305635836,,657161795.1633705,0.7849754960662412,1.0289914539298057,336559248.5,"6,521.2",2.76M,2.54%
2018-08-24,1219.0594111271676,,660537345.458553,0.8848459074060675,1.0289914539298057,336780716.75,"6,680.4",3.70M,2.44%
2018-08-25,1108.7984916907512,,739860841.1910973,0.9847163187458937,1.0289914539298057,337002185.0,"6,734.8",3.59M,0.81%
2018-08-26,998.537572254335,,819184336.9236414,1.08458673008572,1.0289914539298057,337209497.5,"6,712.7",3.37M,-0.33%
2018-08-27,1124.5379194504912,,898507832.6561857,0.9933725597109977,1.0289914539298057,337416810.0,"6,897.6",3.26M,2.75%
2018-08-28,1250.5382666466476,,977831328.38873,0.9021583893362755,1.0289914539298057,337624122.5,"7,074.6",3.79M,2.57%
2018-08-29,1376.538613842804,,866051418.3688983,0.8109442189615532,1.0289914539298057,337831435.0,"7,029.1",4.11M,-0.64%
2018-08-30,1502.53896103896,,754271508.3490665,0.719730048586831,1.0289914539298057,338061741.0,"6,993.7",3.74M,-0.50%
2018-08-31,1513.8781791125525,,642491598.3292348,0.7020556756146692,1.0289914539298057,338292047.0,"7,033.8",4.21M,0.57%
2018-09-01,1525.217397186145,,530711688.309403,0.6843813026425075,1.0289914539298057,338522353.0,"7,189.6",3.52M,2.21%
2018-09-02,1536.5566152597376,,634309728.5929455,0.6667069296703458,1.0289914539298057,338752659.0,"7,293.9",3.90M,1.45%
2018-09-03,1547.89583333333,,737907768.876488,0.649032556698184,1.0289914539298057,338974622.25,"7,264.2",3.87M,-0.41%
2018-09-04,1540.5106907894701,,841505809.1600305,0.6799606941830405,1.0289914539298057,339196585.5,"7,377.5",3.92M,1.56%
