Date,Transactions Per Block,Circulating Bitcoin,Estimated Transaction Volume,Fees Per Transaction,Market Value to Realised Value,Confirmed Payments,Price,Vol.,Change %
2013-08-09,270.4098690153565,,14857335.041875776,0.0795149883317823,,21767518.0,102.8,12.04K,-0.24%
2013-08-10,257.78559168925,,14149289.9474074,0.0706348116657966,,21821766.5,103.0,4.00K,0.19%
2013-08-11,245.1613143631435,,17345021.43796055,0.0617546349998109,,21876015.0,105.0,8.17K,1.94%
2013-08-12,232.537037037037,,20540752.9285137,0.0528744583338252,,21924401.25,106.8,20.08K,1.72%
2013-08-13,280.234623015873,,23736484.419066846,0.05577375705545565,,21972787.5,109.6,18.75K,2.61%
2013-08-14,327.932208994709,,26932215.90962,0.0586730557770861,,22021173.75,112.6,50.57K,2.70%
2013-08-15,375.629794973545,,22879508.482706726,0.06157235449871655,,22069560.0,110.0,15.86K,-2.28%
2013-08-16,423.327380952381,,18826801.05579345,0.064471653220347,,22130121.75,109.0,13.54K,-0.91%
2013-08-17,400.690272556391,,14774093.628880175,0.062216652099223196,,22190683.5,112.8,12.78K,3.45%
2013-08-18,378.053164160401,,10721386.2019669,0.0599616509780994,,22251245.25,113.4,9.62K,0.56%
2013-08-19,355.416055764411,,13101604.524315225,0.0577066498569756,,22311807.0,118.5,53.07K,4.52%
2013-08-20,332.778947368421,,15481822.84666355,0.0554516487358518,,22377198.25,121.2,24.29K,2.28%
2013-08-21,320.372461892436,,17862041.169011876,0.056095705776591454,,22442589.5,123.3,30.64K,1.73%
2013-08-22,307.965976416451,,20242259.4913602,0.056739762817331105,,22507980.75,122.0,13.96K,-1.05%
2013-08-23,295.559490940466,,20372861.20921275,0.05738381985807075,,22573372.0,118.5,19.47K,-2.86%
2013-08-24,283.153005464481,,20503462.927065298,0.0580278768988104,,22625346.75,119.6,8.96K,0.92%
2013-08-25,303.30155185116973,,20634064.64491785,0.16100243806051456,,22677321.5,122.1,7.44K,2.10%
2013-08-26,323.45009823785847,,20764666.3627704,0.26397699922221873,,22729296.25,120.1,11.44K,-1.67%
2013-08-27,343.59864462454726,,21450032.4461319,0.36695156038392285,,22781271.0,131.3,53.85K,9.34%
2013-08-28,363.747191011236,,22135398.5294934,0.469926121545627,,22843368.5,128.8,12.56K,-1.93%
2013-08-29,325.523062941685,,22820764.6128549,0.3695913492063272,,22905466.0,129.3,8.22K,0.42%
2013-08-30,287.298934872134,,23506130.6962164,0.26925657686702736,,22967563.5,138.0,46.07K,6.75%
2013-08-31,249.074806802583,,25047175.228172474,0.16892180452772754,,23029661.0,141.0,31.15K,2.15%
2013-09-01,210.850678733032,,26588219.76012855,0.0685870321884277,,23079060.5,146.0,14.10K,3.55%
2013-09-02,242.95644480396402,,28129264.292084627,0.06783422022990962,,23128460.0,144.0,10.65K,-1.38%
2013-09-03,275.062210874896,,29670308.8240407,0.06708140827139156,,23177859.5,144.0,17.00K,0.00%
2013-09-04,307.167976945828,,25567396.91690655,0.06632859631287348,,23227259.0,132.5,28.75K,-7.98%
2013-09-05,339.27374301676,,21464485.009772398,0.0655757843543554,,23283871.25,130.2,27.03K,-1.74%
2013-09-06,325.48486391281625,,17361573.10263825,0.06486795065516458,,23340483.5,121.9,19.17K,-6.37%
2013-09-07,311.6959848088725,,13258661.1955041,0.06416011695597376,,23397095.75,129.0,14.19K,5.82%
2013-09-08,297.90710570492877,,14399086.877403174,0.06345228325678293,,23453708.0,126.3,7.35K,-2.07%
2013-09-09,284.118226600985,,15539512.55930225,0.0627444495575921,,23505283.5,133.1,29.69K,5.37%
2013-09-10,268.03229740171923,,16679938.241201326,0.06190476820244773,,23556859.0,132.6,8.88K,-0.36%
2013-09-11,251.9463682024535,,17820363.9231004,0.06106508684730336,,23608434.5,142.1,41.56K,7.15%
2013-09-12,235.86043900318776,,16495040.875359502,0.060225405492158976,,23660010.0,139.4,20.53K,-1.94%
2013-09-13,219.774509803922,,15169717.8276186,0.0593857241370146,,23708650.25,140.7,20.12K,0.94%
2013-09-14,259.70658067696377,,13844394.7798777,0.18139032872815944,,23757290.5,136.7,8.90K,-2.81%
2013-09-15,299.63865155000553,,12519071.7321368,0.3033949333193043,,23805930.75,138.3,6.44K,1.16%
2013-09-16,339.57072242304724,,17121518.133428074,0.42539953791044915,,23854571.0,139.4,10.61K,0.81%
2013-09-17,379.502793296089,,21723964.534719348,0.547404142501594,,23914658.0,139.1,9.64K,-0.19%
2013-09-18,354.06889391386574,,26326410.936010625,0.42621046615939556,,23974745.0,140.4,9.49K,0.91%
2013-09-19,328.6349945316425,,30928857.3373019,0.30501678981719715,,24034832.0,135.1,21.02K,-3.82%
2013-09-20,303.20109514941925,,29297006.831267525,0.1838231134749987,,24094919.0,133.8,11.05K,-0.92%
2013-09-21,277.767195767196,,27665156.32523315,0.0626294371328003,,24151799.0,134.4,5.09K,0.43%
2013-09-22,274.5244259516105,,26033305.819198776,0.06434542685394076,,24208679.0,134.0,5.89K,-0.28%
2013-09-23,271.281656136025,,24401455.3131644,0.06606141657508124,,24265559.0,133.4,6.00K,-0.45%
2013-09-24,268.0388863204395,,23903773.422010325,0.06777740629622173,,24322439.0,134.8,8.58K,1.03%
2013-09-25,264.796116504854,,23406091.53085625,0.0694933960173622,,24377923.75,135.0,9.52K,0.16%
2013-09-26,259.1573814962875,,22908409.63970218,0.07194170951155017,,24433408.5,137.1,6.54K,1.56%
2013-09-27,253.518646487721,,22410727.7485481,0.07439002300573815,,24488893.25,138.9,27.14K,1.33%
2013-09-28,247.8799114791545,,26680059.603843175,0.07683833649992612,,24544378.0,142.5,13.66K,2.57%
2013-09-29,242.241176470588,,30949391.45913825,0.0792866499941141,,24591352.75,143.9,18.10K,0.97%
2013-09-30,256.49369642329276,,35218723.31443332,0.075288670442996,,24638327.5,141.9,14.63K,-1.38%
2013-10-01,270.7462163759975,,39488055.1697284,0.0712906908918779,,24685302.25,140.3,9.57K,-1.13%
2013-10-02,284.99873632870225,,32846510.161794875,0.0672927113407598,,24732277.0,123.0,111.32K,-12.33%
